"","X","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat","fact_freq_def","rt_growth","x_var","evo","eco","eco_evo","evo_eco","ln_cr","ln_rt"
"825",2332,232,"CR2","CR6",0.8,0.2,10,169,3,5,10,715052.79040724,0.818181818181818,0.181818181818182,"Treatment","0.8",0.157185583522412,585043.192151378,0.03572215531878,-0.182104334205937,-5.0977980634388,-0.196163125246557,13.480111651688,2.39789527279837
"826",2432,232,"CR2","CR6",0.8,0.2,10,169,3,6,10.6,968205.128144796,0.771289537712895,0.228710462287105,"Treatment","0.8",0.0531098253139484,746766.485698054,NA,NA,NA,NA,13.7831992530496,2.45100509811232
"827",2532,232,"CR2","CR6",0.8,0.2,10,169,3,7,18.4,2232.27752633484,NA,NA,"Treatment","0.8",0.514267967956963,NA,NA,NA,NA,NA,7.71077765552741,2.96527306606928
"828",2632,232,"CR2","CR6",0.8,0.2,10,169,3,8,24.2,1119638.00904977,NA,NA,"Treatment","0.8",0.261570928448095,NA,NA,NA,NA,NA,13.9285159848233,3.22684399451738
"829",1837,237,"CR1","CR7",0.7,0.3,5,164,3,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"830",1937,237,"CR1","CR7",0.7,0.3,5,164,3,1,4.4,606395.173574661,NA,NA,"Treatment","0.7",0.0769610411361286,NA,NA,NA,NA,NA,13.3152871541339,1.68639895357023
"831",2037,237,"CR1","CR7",0.7,0.3,5,164,3,2,5.4,958853.695384615,0.730706075533662,0.269293924466338,"Treatment","0.7",0.169899036795397,700640.220765441,-0.320660051370603,-0.304856556524929,0.950715735314941,1.05183911747157,13.77349378267,1.85629799036563
"832",2137,237,"CR1","CR7",0.7,0.3,5,164,3,3,5.4,515535.444923077,0.37956487956488,0.62043512043512,"Treatment","0.7",0,195679.149063655,0.263364491693964,0.183570815498195,0.697021889008137,1.43467517415128,13.1529613384131,1.85629799036563
"833",2237,237,"CR1","CR7",0.7,0.3,5,164,3,4,4,788657.616651584,0.7056,0.2944,"Treatment","0.7",-0.246860077931526,556476.814309358,-0.257358216831271,0.159639347163721,-0.620300175876584,-1.61212270911714,13.578087559704,1.6094379124341
"834",2337,237,"CR1","CR7",0.7,0.3,5,164,3,5,4.8,1007119.15547511,0.474215246636771,0.525784753363229,"Treatment","0.7",0.148420005118273,477591.258706246,0.278128556308352,0.00384996005254873,0.0138423759992498,72.2419330362212,13.8226044918854,1.75785791755237
"835",2437,237,"CR1","CR7",0.7,0.3,5,164,3,6,17.2,1012428.3561991,0.69656699889258,0.30343300110742,"Treatment","0.7",1.14356367653038,705224.181671355,-0.0707808102280305,-0.143878502945483,2.03273320101815,0.491948475825122,13.8278623161497,2.90142159408275
"836",2537,237,"CR1","CR7",0.7,0.3,5,164,3,7,13.8,837948.717828054,0.634807417974322,0.365192582025678,"Treatment","0.7",-0.20679441331268,531936.061959321,-0.170512665362037,0.166042359992823,-0.973783147664,-1.0269226802691,13.6387121816824,2.69462718077007
"837",2637,237,"CR1","CR7",0.7,0.3,5,164,3,8,19.4,1076078.43149321,0.490974729241877,0.509025270758123,"Treatment","0.7",0.320907720080101,528327.316545402,NA,NA,NA,NA,13.8888339087697,3.01553490085017
"838",1840,240,"CR2","CR6",0.7,0.3,1,161,3,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"839",1940,240,"CR2","CR6",0.7,0.3,1,161,3,1,3.8,559758.672760181,NA,NA,"Treatment","0.7",-0.040821994520255,NA,NA,NA,NA,NA,13.2352610283297,1.56861591791385
"840",2040,240,"CR2","CR6",0.7,0.3,1,161,3,2,5.8,404404.223239819,0.530976548827441,0.469023451172559,"Treatment","0.7",0.348306694268216,214729.158787121,-0.0248375872917886,-0.0575652012990766,2.31766478051223,0.431468782029378,12.910170209298,1.91692261218206
"841",2140,240,"CR2","CR6",0.7,0.3,1,161,3,3,7.6,640000.000180995,0.645481628599801,0.354518371400199,"Treatment","0.7",0.234839591077401,413108.242420702,-0.0118176961564183,-0.0285260965217295,2.41384582444494,0.414276665838816,13.3692234556187,2.15176220325946
"842",2240,240,"CR2","CR6",0.7,0.3,1,161,3,4,10.8,743107.089230769,0.686621315192744,0.313378684807256,"Treatment","0.7",0.316337328212157,510233.166936682,-0.00842120562153403,-0.0518191216053188,6.15340889822368,0.162511547101749,13.5185954441764,2.46809953147162
"843",2340,240,"CR2","CR6",0.7,0.3,1,161,3,5,10.2,921628.959095022,0.710977701543739,0.289022298456261,"Treatment","0.7",-0.0521857531705705,655257.639013527,NA,NA,NA,NA,13.7338979910592,2.41591377830105
"844",2440,240,"CR2","CR6",0.7,0.3,1,161,3,6,13.4,893212.669683258,NA,NA,"Treatment","0.7",0.251314428280906,NA,NA,NA,NA,NA,13.7025799834459,2.66722820658195
"845",2540,240,"CR2","CR6",0.7,0.3,1,161,3,7,16.6,1002533.93647059,0.544303797468354,0.455696202531646,"Treatment","0.7",0.200670695462152,545683.02871184,0.16417509802476,-0.0686587583304182,-0.418204460703678,-2.39117487727745,13.8180412894309,2.86789890204411
"846",2640,240,"CR2","CR6",0.7,0.3,1,161,3,8,16.4,1435052.79040724,0.220015576323988,0.779984423676013,"Treatment","0.7",-0.0114286958236232,315733.966736796,NA,NA,NA,NA,14.1767121942394,2.85647020622048
"847",1841,241,"CR2","CR7",0.7,0.3,5,160,3,0,4,385000,0.7,0.3,"Treatment","0.7",NA,269500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"848",1941,241,"CR2","CR7",0.7,0.3,5,160,3,1,0.2,631975.867330317,NA,NA,"Treatment","0.7",-1.42711635564015,NA,NA,NA,NA,NA,13.356606487796,0.182321556793955
"849",2041,241,"CR2","CR7",0.7,0.3,5,160,3,2,4.4,760663.650135747,0.545688545688546,0.454311454311454,"Treatment","0.7",1.50407739677627,415085.441000717,-0.189990337651,0.00097136636035261,-0.00511271453255139,-195.590814553257,13.5419465550872,1.68639895357023
"850",2141,241,"CR2","CR7",0.7,0.3,5,160,3,3,7,759276.017918552,0.782934131736527,0.217065868263473,"Treatment","0.7",0.393042588109607,594463.109837429,-0.032670663455631,0.025038253731605,-0.76638338751855,-1.30482995363179,13.5401206502412,2.07944154167984
"851",2241,241,"CR2","CR7",0.7,0.3,5,160,3,4,6.8,729713.423891403,0.824578790882061,0.175421209117939,"Treatment","0.7",-0.0253178079842895,601706.212762782,0.0626970123296096,-0.177066392789054,-2.82415997525024,-0.354087590208622,13.500407166037,2.05412373369555
"852",2341,241,"CR2","CR7",0.7,0.3,5,160,3,5,13,942684.766153846,0.753424657534247,0.246575342465753,"Treatment","0.7",0.584933595919712,710241.947102213,-0.0109158407116115,-0.159975488962587,14.6553520877614,0.0682344575559595,13.7564872174508,2.63905732961526
"853",2441,241,"CR2","CR7",0.7,0.3,5,160,3,6,16.8,1142865.76180995,0.763358778625954,0.236641221374046,"Treatment","0.7",0.240141127682781,872416.612068664,-0.145724489250578,-0.129411760453839,0.888057739089492,1.12605290848012,13.9490494921441,2.87919845729804
"854",2541,241,"CR2","CR7",0.7,0.3,5,160,3,7,24.2,1292609.35167421,0.876923076923077,0.123076923076923,"Treatment","0.7",0.347645537219338,1133518.96992969,NA,NA,NA,NA,14.0721734865629,3.22684399451738
"855",2641,241,"CR2","CR7",0.7,0.3,5,160,3,8,35.2,1329472.09628959,NA,NA,"Treatment","0.7",0.362215124314348,NA,NA,NA,NA,NA,14.1002925013213,3.58905911883173
"856",1846,246,"CR1","CR7",0.6,0.4,5,155,3,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"857",1946,246,"CR1","CR7",0.6,0.4,5,155,3,1,4.8,753725.490135746,NA,NA,"Treatment","0.6",0.148420005118273,NA,NA,NA,NA,NA,13.532783509262,1.75785791755237
"858",2046,246,"CR1","CR7",0.6,0.4,5,155,3,2,3,965791.855384615,0.329249617151608,0.670750382848392,"Treatment","0.6",-0.371563556432483,317986.598633526,-0.0228835748492041,-0.00312273041355858,0.13646165138692,7.3280660891654,13.7807036193612,1.38629436111989
"859",2146,246,"CR1","CR7",0.6,0.4,5,155,3,3,5.6,930739.06479638,0.250700280112045,0.749299719887955,"Treatment","0.6",0.500775287912489,233336.544255675,0.0152602057104142,0.00440493778970899,0.288655203822245,3.46434080092249,13.7437342428573,1.88706964903238
"860",2246,246,"CR1","CR7",0.6,0.4,5,155,3,4,8.6,982564.10280543,0.302622730329523,0.697377269670477,"Treatment","0.6",0.374693449441411,297346.231514757,0.0703243756462635,0.0156327088657464,0.222294314341019,4.49854060804232,13.7979208651829,2.26176309847379
"861",2346,246,"CR1","CR7",0.6,0.4,5,155,3,5,12.4,1106003.01665158,0.521820448877805,0.478179551122195,"Treatment","0.6",0.333491608483075,577134.990609334,0.0432291844166636,0.00376150383928703,0.0870130651328475,11.4925269954948,13.9162631885938,2.59525470695687
"862",2446,246,"CR1","CR7",0.6,0.4,5,155,3,6,20.4,1126938.15963801,0.647851727042965,0.352148272957035,"Treatment","0.6",0.46813621507094,730088.832992105,-0.00603948315688571,-0.00921383413352164,1.52559977305621,0.655479908729087,13.9350149198554,3.06339092202781
"863",2546,246,"CR1","CR7",0.6,0.4,5,155,3,7,24.2,1080000,0.63003663003663,0.36996336996337,"Treatment","0.6",0.163453072489572,680439.56043956,-0.0782971936932568,0.0254720910018774,-0.325325721144858,-3.07384241393791,13.8924715991004,3.22684399451738
"864",2646,246,"CR1","CR7",0.6,0.4,5,155,3,8,44.4,1239396.68199095,0.410276073619632,0.589723926380368,"Treatment","0.6",0.588668110529925,508494.804344447,NA,NA,NA,NA,14.0301352723974,3.8155121050473
"865",1850,250,"CR1","CR7",0.8,0.2,1,151,3,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"866",1950,250,"CR1","CR7",0.8,0.2,1,151,3,1,3.4,707390.648687783,NA,NA,"Treatment","0.8",-0.127833371509885,NA,NA,NA,NA,NA,13.4693383363953,1.48160454092422
"867",2050,250,"CR1","CR7",0.8,0.2,1,151,3,2,8.2,1112398.19022624,0.288354253835425,0.711645746164575,"Treatment","0.8",0.737598943130779,320764.750110565,NA,NA,NA,NA,13.9220287744315,2.21920348405499
"868",2150,250,"CR1","CR7",0.8,0.2,1,151,3,3,10.6,767420.814298642,NA,NA,"Treatment","0.8",0.231801614057324,NA,NA,NA,NA,NA,13.5507905795685,2.45100509811232
"869",2250,250,"CR1","CR7",0.8,0.2,1,151,3,4,13.4,775263.951855203,0.347245409015025,0.652754590984975,"Treatment","0.8",0.216223108469636,269206.848056565,NA,NA,NA,NA,13.5609588333892,2.66722820658195
"870",2350,250,"CR1","CR7",0.8,0.2,1,151,3,5,18.6,1112458.52199095,NA,NA,"Treatment","0.8",0.308301359654517,NA,NA,NA,NA,NA,13.9220830087238,2.97552956623647
"871",2450,250,"CR1","CR7",0.8,0.2,1,151,3,6,27.4,1240000.000181,0.350769230769231,0.649230769230769,"Treatment","0.8",0.370859578930689,434953.846217336,-0.310919763122408,-0.0225257893846909,0.0724488824977734,13.8028353995762,14.0306219377272,3.34638914516716
"872",2550,250,"CR1","CR7",0.8,0.2,1,151,3,7,28.8,1320422.32289593,0.887700534759358,0.112299465240642,"Treatment","0.8",0.0481192483441983,1172139.60214291,0.141950852363204,0.125956830793356,0.887327048034029,1.12698018415601,14.09346218498,3.39450839351136
"873",2650,250,"CR1","CR7",0.8,0.2,1,151,3,8,42.2,948838.612126697,0.611111111111111,0.388888888888889,"Treatment","0.8",0.371332101738706,579845.81852187,NA,NA,NA,NA,13.7629940021466,3.76584049525006
"874",1853,253,"CR1","CR6",0.9,0.1,2,148,3,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"875",1953,253,"CR1","CR6",0.9,0.1,2,148,3,1,4,645429.864434389,NA,NA,"Treatment","0.9",0,NA,NA,NA,NA,NA,13.3776718302818,1.6094379124341
"876",2053,253,"CR1","CR6",0.9,0.1,2,148,3,2,3.2,1146606.33502262,NA,NA,"Treatment","0.9",-0.174353387144778,NA,NA,NA,NA,NA,13.9523171244914,1.43508452528932
"877",2153,253,"CR1","CR6",0.9,0.1,2,148,3,3,3.6,832277.526515837,0.706666666666667,0.293333333333333,"Treatment","0.9",0.0909717782057264,588142.785404525,-0.0502861616699249,-0.00964490397900442,0.191800361346188,5.21375451527467,13.6319212297066,1.52605630349505
"878",2253,253,"CR1","CR6",0.9,0.1,2,148,3,4,6,760180.995475113,0.436764261998189,0.563235738001811,"Treatment","0.9",0.419853845560264,332019.891473736,0.0751712924888515,0.054605751860084,0.726417626358925,1.37661857823078,13.5413118358498,1.94591014905531
"879",2353,253,"CR1","CR6",0.9,0.1,2,148,3,5,8.2,1145701.35746606,0.773882559158633,0.226117440841367,"Treatment","0.9",0.273293334999681,886638.298547354,0.0486272518400697,0.0368401012899807,0.757601959723,1.31995434695764,13.9515275467165,2.21920348405499
"880",2453,253,"CR1","CR6",0.9,0.1,2,148,3,6,15,1329230.76923077,0.941818181818182,0.0581818181818182,"Treatment","0.9",0.553385238184787,1251893.70629371,-0.0415144792573267,-0.0508736479541772,1.22544348054658,0.816031107002971,14.1001109638786,2.77258872223978
"881",2553,253,"CR1","CR6",0.9,0.1,2,148,3,7,23.4,1078793.36361991,0.794463087248322,0.205536912751678,"Treatment","0.9",0.421994410059375,857061.506164475,NA,NA,NA,NA,13.8913537185973,3.19458313229916
"882",2653,253,"CR1","CR6",0.9,0.1,2,148,3,8,24.6,1405550.5281448,NA,NA,"Treatment","0.9",0.0480092191863606,NA,NA,NA,NA,NA,14.1559396189812,3.24259235148552
"883",1855,255,"CR1","CR7",0.8,0.2,10,146,3,0,4,385000,0.8,0.2,"Treatment","0.8",NA,308000,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"884",1955,255,"CR1","CR7",0.8,0.2,10,146,3,1,4,1008929.11004525,NA,NA,"Treatment","0.8",0,NA,NA,NA,NA,NA,13.8244000392315,1.6094379124341
"885",2055,255,"CR1","CR7",0.8,0.2,10,146,3,2,5.4,1148657.61665158,0.423,0.577,"Treatment","0.8",0.246860077931526,485882.171843618,0.0163159610874137,-0.0560643514489032,-3.43616604308721,-0.291022024972214,13.9541045286578,1.85629799036563
"886",2155,255,"CR1","CR7",0.8,0.2,10,146,3,3,9.8,886576.169049774,0.455938697318008,0.544061302681992,"Treatment","0.8",0.523248143764548,404224.383589744,-0.0783090426359819,-0.00492480964061486,0.062889411935576,15.9009278227057,13.6951223218993,2.37954613413017
"887",2255,255,"CR1","CR7",0.8,0.2,10,146,3,4,9.4,858763.197828054,0.271589991928975,0.728410008071025,"Treatment","0.8",-0.037740327982847,233231.489967022,0.164892261158958,0.0570818346317444,0.34617655328722,2.88869939487296,13.6632484910504,2.34180580614733
"888",2355,255,"CR1","CR7",0.8,0.2,10,146,3,5,14.2,1123800.90515837,0.613318410744264,0.386681589255736,"Treatment","0.8",0.379489621704904,689247.785144697,0.058921536414243,0.0498403250641223,0.845876195653215,1.18220610195534,13.9322271631043,2.72129542785223
"889",2455,255,"CR1","CR7",0.8,0.2,10,146,3,6,25.2,1278069.38171946,0.714111922141119,0.285888077858881,"Treatment","0.8",0.544463982914821,912684.582809395,-0.0300966640932181,-0.0852518217595818,2.83260036712149,0.353032503846,14.0608612017414,3.26575941076705
"890",2555,255,"CR1","CR7",0.8,0.2,10,146,3,7,37.2,1023227.75239819,0.660377358490566,0.339622641509434,"Treatment","0.8",0.377076104845478,675716.440262956,-0.0527430846248612,0.0628722584619965,-1.19204742970912,-0.83889279493184,13.8384726520203,3.64283551561253
"891",2655,255,"CR1","CR7",0.8,0.2,10,146,3,8,38.2,1234147.81303167,0.564377682403433,0.435622317596566,"Treatment","0.8",0.0258412311838874,696525.482462079,NA,NA,NA,NA,14.0258912599301,3.66867674679642
"892",1856,256,"CR2","CR6",0.9,0.1,5,145,3,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"893",1956,256,"CR2","CR6",0.9,0.1,5,145,3,1,5.4,691945.70117647,NA,NA,"Treatment","0.9",0.246860077931526,NA,NA,NA,NA,NA,13.4472627650132,1.85629799036563
"894",2056,256,"CR2","CR6",0.9,0.1,5,145,3,2,6.2,748416.289411765,0.728749323226854,0.271250676773146,"Treatment","0.9",0.117783035656383,545407.864400777,-0.108983815612537,0.012394553486313,-0.113728386335624,-8.79287952832548,13.5257146387943,1.97408102602201
"895",2156,256,"CR2","CR6",0.9,0.1,5,145,3,3,4.8,727179.487058823,0.939914163090129,0.0600858369098712,"Treatment","0.9",-0.216223108469636,683486.298995203,0.126142775169603,0.0716319118735519,0.567863770059287,1.76098573764548,13.4969286133326,1.75785791755237
"896",2256,256,"CR2","CR6",0.9,0.1,5,145,3,4,10,599819.004705882,0.668133249528598,0.331866750471402,"Treatment","0.9",0.640037355245997,400759.02074315,-0.117195726164278,-0.1240127948682,1.05816823639427,0.945029311603151,13.3043832298666,2.39789527279837
"897",2356,256,"CR2","CR6",0.9,0.1,5,145,3,5,9.4,825460.030045249,0.903225806451613,0.0967741935483871,"Treatment","0.9",-0.0560894666510436,745576.801331193,0.297212852879126,-0.0708239770900254,-0.238293789800635,-4.19650046623807,13.623696122085,2.34180580614733
"898",2456,256,"CR2","CR6",0.9,0.1,5,145,3,6,24.4,977134.238552036,0.431818181818182,0.568181818181818,"Treatment","0.9",0.892943367877164,421944.330283834,-0.287757976044668,-0.133801446781899,0.464979107168619,2.15063426416999,13.7923793203092,3.23474917402449
"899",2556,256,"CR2","CR6",0.9,0.1,5,145,3,7,26,1288989.44199095,0.794871794871795,0.205128205128205,"Treatment","0.9",0.0610876919798384,1024581.35132614,0.518680518701824,0.155906541376334,0.300582990405237,3.32686822581621,14.0693690910351,3.29583686600433
"900",2656,256,"CR2","CR6",0.9,0.1,5,145,3,8,36.6,777978.8839819,0.0774193548387097,0.92258064516129,"Treatment","0.9",0.33116718439152,60230.6232760181,NA,NA,NA,NA,13.5644546613808,3.62700405039585
"901",1857,257,"CR2","CR6",0.9,0.1,2,144,3,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"902",1957,257,"CR2","CR6",0.9,0.1,2,144,3,1,4.4,593303.16760181,NA,NA,"Treatment","0.9",0.0769610411361286,NA,NA,NA,NA,NA,13.2934607911872,1.68639895357023
"903",2057,257,"CR2","CR6",0.9,0.1,2,144,3,2,5.2,468657.616886878,0.733455882352941,0.266544117647059,"Treatment","0.9",0.138150338480817,343739.685915192,NA,NA,NA,NA,13.0576277528685,1.82454929205105
"904",2157,257,"CR2","CR6",0.9,0.1,2,144,3,3,5.4,656953.242895928,NA,NA,"Treatment","0.9",0.0317486983145803,NA,NA,NA,NA,NA,13.3953681273481,1.85629799036563
"905",2257,257,"CR2","CR6",0.9,0.1,2,144,3,4,8.6,585701.357647059,0.740612362796072,0.259387637203928,"Treatment","0.9",0.405465108108164,433777.666379856,0.0204903339727737,0.038639933030039,1.88576394515488,0.530289065378152,13.2805653100657,2.26176309847379
"906",2357,257,"CR2","CR6",0.9,0.1,2,144,3,5,12.2,808687.782624434,0.877862595419847,0.122137404580153,"Treatment","0.9",0.318453731118534,709916.755739007,-0.0300220247355573,0.0979863404820918,-3.26381519385131,-0.306389896671815,13.6031681915436,2.58021682959233
"907",2457,257,"CR2","CR6",0.9,0.1,2,144,3,6,20,1371161.38751131,0.749226876581389,0.250773123418611,"Treatment","0.9",0.464305608131098,1027310.9636541,0.0360694520950086,-0.0751731172385635,-2.0841214066838,-0.479818496558304,14.1311686667962,3.04452243772342
"908",2557,257,"CR2","CR6",0.9,0.1,2,144,3,7,25.8,944072.398371041,0.894736842105263,0.105263157894737,"Treatment","0.9",0.243879449793388,844696.356437247,-0.104969438649891,0.0172687861025206,-0.164512512638253,-6.07856499158152,13.7579581353765,3.28840188751681
"909",2657,257,"CR2","CR6",0.9,0.1,2,144,3,8,35.4,1067933.63511312,0.407453416149068,0.592546583850932,"Treatment","0.9",0.306166887125884,435133.207847333,NA,NA,NA,NA,13.8812361571644,3.5945687746427
"910",1861,261,"CR1","CR7",0.6,0.4,6,140,3,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"911",1961,261,"CR1","CR7",0.6,0.4,6,140,3,1,5.2,926455.505158371,NA,NA,"Treatment","0.6",0.215111379616946,NA,NA,NA,NA,NA,13.7391212989007,1.82454929205105
"912",2061,261,"CR1","CR7",0.6,0.4,6,140,3,2,5.6,921025.640904977,0.686029411764706,0.313970588235294,"Treatment","0.6",0.0625203569813337,631850.678650253,-0.622021304130719,0.110371921403751,-0.177440741451769,-5.63568429560365,13.7332431551376,1.88706964903238
"913",2161,261,"CR1","CR7",0.6,0.4,6,140,3,3,2.6,1072941.17647059,0.273875694795351,0.726124305204649,"Treatment","0.6",-0.606135803570315,293852.510180424,NA,NA,NA,NA,13.8859141985542,1.28093384546206
"914",2261,261,"CR1","CR7",0.6,0.4,6,140,3,4,7,684705.882352941,NA,NA,"Treatment","0.6",0.798507696217772,NA,NA,NA,NA,NA,13.4367446562113,2.07944154167984
"915",2361,261,"CR1","CR7",0.6,0.4,6,140,3,5,8.8,1286998.49158371,NA,NA,"Treatment","0.6",0.202940843996691,NA,NA,NA,NA,NA,14.0678233145369,2.28238238567653
"916",2461,261,"CR1","CR7",0.6,0.4,6,140,3,6,11.6,1075113.12217195,0.647904191616766,0.352095808383234,"Treatment","0.6",0.251314428280906,696570.298317395,-0.288083398575434,-0.0900811381899677,0.312691181218414,3.19804350127004,13.887936443935,2.53369681395743
"917",2561,261,"CR1","CR7",0.6,0.4,6,140,3,7,20,967843.137013575,0.461596385542169,0.538403614457831,"Treatment","0.6",0.510825623765991,446752.89381726,NA,NA,NA,NA,13.7828253045877,3.04452243772342
"918",2661,261,"CR1","CR7",0.6,0.4,6,140,3,8,24.2,1083740.57321267,NA,NA,"Treatment","0.6",0.182321556793954,NA,NA,NA,NA,NA,13.8959291087347,3.22684399451738
"919",1862,262,"CR1","CR6",0.6,0.4,4,139,3,0,4,385000,0.6,0.4,"Treatment","0.6",NA,231000,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"920",1962,262,"CR1","CR6",0.6,0.4,4,139,3,1,2.2,652006.033303167,NA,NA,"Treatment","0.6",-0.446287102628419,NA,NA,NA,NA,NA,13.3878090943984,1.16315080980568
"921",2062,262,"CR1","CR6",0.6,0.4,4,139,3,2,4,534298.642533937,0.395476353666895,0.604523646333105,"Treatment","0.6",0.446287102628419,211302.478918493,NA,NA,NA,NA,13.1887102172987,1.6094379124341
"922",2162,262,"CR1","CR6",0.6,0.4,4,139,3,3,4.6,958310.708959276,NA,NA,"Treatment","0.6",0.113328685307003,NA,NA,NA,NA,NA,13.7729273352243,1.7227665977411
"923",2262,262,"CR1","CR6",0.6,0.4,4,139,3,4,6.6,816168.929049774,0.714025500910747,0.285974499089253,"Treatment","0.6",0.305381649551182,582765.428392553,0.0374743001328595,-0.118017347682863,-3.14928757213479,-0.317532132933207,13.6123766334147,2.02814824729229
"924",2362,262,"CR1","CR6",0.6,0.4,4,139,3,5,7,1257315.23402715,0.623655913978495,0.376344086021505,"Treatment","0.6",0.0512932943875506,784132.081436288,NA,NA,NA,NA,14.0444892389695,2.07944154167984
"925",2462,262,"CR1","CR6",0.6,0.4,4,139,3,6,8.4,908838.612488688,NA,NA,"Treatment","0.6",0.161268147596123,NA,NA,NA,NA,NA,13.71992281338,2.24070968927596
"926",2562,262,"CR1","CR6",0.6,0.4,4,139,3,7,17.4468085106383,875475.112941176,0.75189725627554,0.24810274372446,"Treatment","0.6",0.674181685794525,658267.335357989,0.00542088277493485,-0.0147295506024759,-2.71718670445754,-0.368027709821891,13.6825220041946,2.91489137507048
"927",2662,262,"CR1","CR6",0.6,0.4,4,139,3,8,23.6,924947.209411765,0.736842105263158,0.263157894736842,"Treatment","0.6",0.287855067867834,681540.049040248,NA,NA,NA,NA,13.7374919439598,3.20274644293832
"928",1869,269,"CR1","CR7",0.9,0.1,8,132,3,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"929",1969,269,"CR1","CR7",0.9,0.1,8,132,3,1,3.8,545822.020995475,NA,NA,"Treatment","0.9",-0.040821994520255,NA,NA,NA,NA,NA,13.2100482327149,1.56861591791385
"930",2069,269,"CR1","CR7",0.9,0.1,8,132,3,2,2.8,566998.49158371,0.357285429141717,0.642714570858283,"Treatment","0.9",-0.233614851181505,202580.299388192,0.158511246566456,0.0546831479580844,0.344979609602391,2.89872204665243,13.2481119223602,1.33500106673234
"931",2169,269,"CR1","CR7",0.9,0.1,8,132,3,3,4.4,714630.467511312,0.715492957746479,0.284507042253521,"Treatment","0.9",0.351397886837889,511313.066895418,-0.0915718083240685,-0.0780524028154212,0.852362798594053,1.17320934424809,13.4795208594187,1.68639895357023
"932",2269,269,"CR1","CR7",0.9,0.1,8,132,3,4,6.4,528989.441918552,0.502232142857143,0.497767857142857,"Treatment","0.9",0.315081046639895,265675.500963559,0.088744123015663,0.150776444273383,1.69900202007486,0.588580818730245,13.1787237520752,2.00148000021012
"933",2369,269,"CR1","CR7",0.9,0.1,8,132,3,5,7.4,897616.892850679,0.682397959183674,0.317602040816327,"Treatment","0.9",0.126751705639144,612531.935810094,NA,NA,NA,NA,13.7074986335943,2.12823170584927
"934",2469,269,"CR1","CR7",0.9,0.1,8,132,3,6,12.6,955535.445067873,NA,NA,"Treatment","0.9",0.481838086892739,NA,NA,NA,NA,NA,13.7700271378068,2.61006979274201
"935",2569,269,"CR1","CR7",0.9,0.1,8,132,3,7,19,1045429.8640724,0.654571843251089,0.345428156748911,"Treatment","0.9",0.385662480811984,684308.953115606,0.0474825170008612,-0.0370725198302932,-0.780761471208883,-1.28080090639163,13.8599387119779,2.99573227355399
"936",2669,269,"CR1","CR7",0.9,0.1,8,132,3,8,27.2,967481.146425339,0.72289156626506,0.27710843373494,"Treatment","0.9",0.343589704390077,699383.961271329,NA,NA,NA,NA,13.7824512167973,3.33932197794407
"937",1871,271,"CR2","CR7",0.9,0.1,10,130,3,0,4,385000,0.9,0.1,"Treatment","0.9",NA,346500,NA,NA,NA,NA,12.8609986132699,1.6094379124341
"938",1971,271,"CR2","CR7",0.9,0.1,10,130,3,1,1,604404.223167421,NA,NA,"Treatment","0.9",-0.916290731874155,NA,NA,NA,NA,NA,13.311998496728,0.693147180559945
"939",2071,271,"CR2","CR7",0.9,0.1,10,130,3,2,6.4,516319.758678733,NA,NA,"Treatment","0.9",1.30833281965018,NA,NA,NA,NA,NA,13.1544815398987,2.00148000021012
"940",2171,271,"CR2","CR7",0.9,0.1,10,130,3,3,4.4,664012.066425339,0.889322916666667,0.110677083333333,"Treatment","0.9",-0.315081046639895,590521.147615243,0.0388087939683867,-0.0132835105278665,-0.342280941239431,-2.92157663344885,13.4060556006208,1.68639895357023
"941",2271,271,"CR2","CR7",0.9,0.1,10,130,3,4,6.2,745701.357285068,0.6318,0.3682,"Treatment","0.9",0.287682072451781,471134.117532706,NA,NA,NA,NA,13.5220804736792,1.97408102602201
"942",2371,271,"CR2","CR7",0.9,0.1,10,130,3,5,4.8,774057.315475113,NA,NA,"Treatment","0.9",-0.216223108469636,NA,NA,NA,NA,NA,13.5594012008317,1.75785791755237
