"","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat"
"826",26,"CR2","CR7",0.7,0.3,8,375,1,8,30.8,1446877.82823529,0.6,0.4,"Treatment"
"827",27,"CR1","CR7",0.7,0.3,9,374,1,8,37,933031.674027149,0.668789808917197,0.331210191082803,"Treatment"
"828",28,"CR2","CR7",0.6,0.4,9,373,1,8,46.8,1044766.21411765,0.8,0.2,"Treatment"
"829",29,"CR2","CR7",0.8,0.2,1,372,1,8,40.8,1035837.10425339,0.461538461538462,0.538461538461538,"Treatment"
"830",30,"CR1","CR6",0.7,0.3,6,371,1,8,40.2,1069924.58497738,0.195718654434251,0.804281345565749,"Treatment"
"831",31,"CR1","CR7",0.7,0.3,6,370,1,8,31.2,1182926.09375566,0.551282051282051,0.448717948717949,"Treatment"
"832",32,"CR2","CR6",0.8,0.2,4,369,1,8,39.4,1411523.37882353,0.666666666666667,0.333333333333333,"Treatment"
"836",36,"CR1","CR7",0.6,0.4,9,365,1,8,39.2,1245912.51909502,0.546728971962617,0.453271028037383,"Treatment"
"837",37,"CR2","CR6",0.6,0.4,5,364,1,8,35.2,1532488.68760181,0.91304347826087,0.0869565217391304,"Treatment"
"838",38,"CR1","CR6",1,0,7,363,1,8,37.2,1104494.72090498,NA,NA,"Control"
"840",40,"CR2","CR6",0.8,0.2,1,361,1,8,1.8,994690.799457013,0.582608695652174,0.417391304347826,"Treatment"
"841",41,"CR1","CR7",0.6,0.4,7,360,1,8,17.4,1046093.51457014,0.32296890672016,0.67703109327984,"Treatment"
"843",43,"CR1","CR7",0,1,1,358,1,8,11.2,1123438.91402715,NA,NA,"Control"
"845",45,"CR2","CR6",0.6,0.4,3,356,1,8,3,884162.895746606,0.594495412844037,0.405504587155963,"Treatment"
"846",46,"CR1","CR6",0.9,0.1,4,355,1,8,6.4,1497677.22461538,0.367058823529412,0.632941176470588,"Treatment"
"848",48,"CR1","CR7",0.7,0.3,7,353,1,8,20.6,1089291.10099547,0.31286795626577,0.68713204373423,"Treatment"
"849",49,"CR2","CR7",0.9,0.1,3,352,1,8,3.4,725550.527782805,0.647058823529412,0.352941176470588,"Treatment"
"851",51,"CR1","CR7",0,1,8,350,1,8,13.4,1360965.30895928,NA,NA,"Control"
"853",53,"CR1","CR6",1,0,1,348,1,8,6.8,779849.170316742,NA,NA,"Control"
"854",54,"CR2","CR7",0.8,0.2,2,347,1,8,5.2,833001.508235294,0.58968347010551,0.41031652989449,"Treatment"
"855",55,"CR2","CR6",0.8,0.2,5,346,1,8,3.2,844404.223167421,0.797481636935992,0.202518363064008,"Treatment"
"857",57,"CR2","CR6",0.8,0.2,3,344,1,8,6.2,930377.073665158,0.636554621848739,0.36344537815126,"Treatment"
"858",58,"CR1","CR6",0.8,0.2,8,343,1,8,15.6,982443.438733032,0.416547788873039,0.583452211126961,"Treatment"
"860",60,"CR2","CR6",0.7,0.3,6,341,1,8,11.6,1135625.94244344,0.715481171548117,0.284518828451883,"Treatment"
"861",61,"CR1","CR6",0.9,0.1,9,340,1,8,7.4,1391432.88108597,0.523674242424242,0.476325757575758,"Treatment"
"863",63,"CR2","CR6",0.6,0.4,8,338,1,8,15.2,1073363.49936652,0.689784442361762,0.310215557638238,"Treatment"
"865",65,"CR1","CR7",0.8,0.2,6,336,1,8,10.4,1270407.24,0.31456043956044,0.68543956043956,"Treatment"
"869",69,"CR1","CR6",0.6,0.4,1,332,1,8,9,1662081.4479638,0.414985590778098,0.585014409221902,"Treatment"
"870",70,"CR1","CR7",0.9,0.1,5,331,1,8,16.6,1012850.67855204,0.258457374830853,0.741542625169147,"Treatment"
"871",71,"CR1","CR6",0.8,0.2,2,330,1,8,2.8,1699366.5160181,0.517241379310345,0.482758620689655,"Treatment"
"876",76,"CR2","CR6",0.9,0.1,3,325,1,8,5.8,900814.479638009,0.798962386511025,0.201037613488975,"Treatment"
"877",77,"CR2","CR6",0.9,0.1,6,324,1,8,4,948717.948597285,0.819484240687679,0.180515759312321,"Treatment"
"880",80,"CR2","CR7",0.7,0.3,4,321,1,8,19.6,1367662.14190045,0.739299610894942,0.260700389105058,"Treatment"
"883",83,"CR2","CR7",0.9,0.1,8,318,1,8,20,1325852.18714932,0.760574018126888,0.239425981873112,"Treatment"
"884",84,"CR1","CR7",0.7,0.3,2,317,1,8,33.6,1103529.41158371,0.364516129032258,0.635483870967742,"Treatment"
"885",85,"CR2","CR6",0.7,0.3,10,316,1,8,11.8,1001990.95004525,0.801452784503632,0.198547215496368,"Treatment"
"886",86,"CR1","CR6",0,1,8,315,1,8,11.8,897315.234027149,NA,NA,"Control"
"887",87,"CR2","CR6",0.6,0.4,2,314,1,8,6.6,1218642.53375566,0.807634730538922,0.192365269461078,"Treatment"
"890",90,"CR1","CR7",0.6,0.4,1,311,1,8,5.2,1299366.5158371,0.299785867237687,0.700214132762313,"Treatment"
"891",91,"CR1","CR6",0.6,0.4,9,310,1,8,6.6,1422141.77972851,0.660483870967742,0.339516129032258,"Treatment"
"895",95,"CR2","CR6",0.7,0.3,2,306,1,8,11.6,1189502.26262443,0.882409177820268,0.117590822179732,"Treatment"
"896",96,"CR1","CR6",0.8,0.2,7,305,1,8,20,1415082.9561991,0.798499464094319,0.201500535905681,"Treatment"
"897",97,"CR1","CR6",0.6,0.4,6,304,1,8,13.8,1235354.44941176,0.797118847539016,0.202881152460984,"Treatment"
"900",100,"CR1","CR7",0.7,0.3,10,301,1,8,0,1899426.84760181,0.337142857142857,0.662857142857143,"Treatment"
"904",104,"CR1","CR6",0,1,1,297,2,0,4,385000,0,1,"Control"
"911",111,"CR1","CR6",0.7,0.3,5,290,2,0,4,385000,0.7,0.3,"Treatment"
"913",113,"CR2","CR6",0.7,0.3,4,288,2,0,4,385000,0.7,0.3,"Treatment"
"914",114,"CR2","CR7",0.8,0.2,6,287,2,0,4,385000,0.8,0.2,"Treatment"
"915",115,"CR1","CR7",0.9,0.1,10,286,2,0,4,385000,0.9,0.1,"Treatment"
"916",116,"CR2","CR6",0.8,0.2,9,285,2,0,4,385000,0.8,0.2,"Treatment"
"917",117,"CR2","CR7",0.6,0.4,7,284,2,0,4,385000,0.6,0.4,"Treatment"
"920",120,"CR1","CR6",1,0,2,281,2,0,4,385000,1,0,"Control"
"923",123,"CR1","CR6",0,1,9,278,2,0,4,385000,0,1,"Control"
"924",124,"CR1","CR6",0,1,6,277,2,0,4,385000,0,1,"Control"
"925",125,"CR1","CR6",0,1,4,276,2,0,4,385000,0,1,"Control"
"929",129,"CR2","CR6",0.8,0.2,2,272,2,0,4,385000,0.8,0.2,"Treatment"
"934",134,"CR1","CR6",0,1,7,267,2,0,4,385000,0,1,"Control"
"935",135,"CR1","CR6",1,0,5,266,2,0,4,385000,1,0,"Control"
"936",136,"CR2","CR6",1,0,5,265,2,0,4,385000,1,0,"Control"
"937",137,"CR1","CR7",0,1,10,264,2,0,4,385000,0,1,"Control"
"938",138,"CR2","CR6",0.7,0.3,3,263,2,0,4,385000,0.7,0.3,"Treatment"
"947",147,"CR2","CR6",1,0,1,254,2,0,4,385000,1,0,"Control"
"949",149,"CR2","CR6",0.8,0.2,6,252,2,0,4,385000,0.8,0.2,"Treatment"
"951",151,"CR1","CR7",0.7,0.3,8,250,2,0,4,385000,0.7,0.3,"Treatment"
"953",153,"CR1","CR6",1,0,8,248,2,0,4,385000,1,0,"Control"
"956",156,"CR2","CR7",0.6,0.4,6,245,2,0,4,385000,0.6,0.4,"Treatment"
"957",157,"CR1","CR7",0.9,0.1,6,244,2,0,4,385000,0.9,0.1,"Treatment"
"959",159,"CR1","CR6",1,0,10,242,2,0,4,385000,1,0,"Control"
"962",162,"CR1","CR7",0.9,0.1,2,239,2,0,4,385000,0.9,0.1,"Treatment"
"963",163,"CR2","CR6",0.7,0.3,9,238,2,0,4,385000,0.7,0.3,"Treatment"
"965",165,"CR2","CR6",0.9,0.1,8,236,2,0,4,385000,0.9,0.1,"Treatment"
"966",166,"CR2","CR7",0.8,0.2,9,235,2,0,4,385000,0.8,0.2,"Treatment"
"967",167,"CR1","CR7",0.8,0.2,8,234,2,0,4,385000,0.8,0.2,"Treatment"
"969",169,"CR1","CR6",0.9,0.1,1,232,2,0,4,385000,0.9,0.1,"Treatment"
"972",172,"CR1","CR6",0.6,0.4,10,229,2,0,4,385000,0.6,0.4,"Treatment"
"973",173,"CR2","CR7",0.7,0.3,2,228,2,0,4,385000,0.7,0.3,"Treatment"
"976",176,"CR1","CR7",0.8,0.2,9,225,2,0,4,385000,0.8,0.2,"Treatment"
"979",179,"CR2","CR7",0.6,0.4,1,222,2,0,4,385000,0.6,0.4,"Treatment"
"980",180,"CR1","CR6",0.9,0.1,3,221,2,0,4,385000,0.9,0.1,"Treatment"
"981",181,"CR1","CR6",0.6,0.4,7,220,2,0,4,385000,0.6,0.4,"Treatment"
"983",183,"CR1","CR6",0.7,0.3,1,218,2,0,4,385000,0.7,0.3,"Treatment"
"984",184,"CR1","CR7",0,1,2,217,2,0,4,385000,0,1,"Control"
"985",185,"CR1","CR7",0.6,0.4,8,216,2,0,4,385000,0.6,0.4,"Treatment"
"986",186,"CR1","CR6",0.7,0.3,3,215,2,0,4,385000,0.7,0.3,"Treatment"
"988",188,"CR2","CR6",1,0,6,213,2,0,4,385000,1,0,"Control"
"989",189,"CR1","CR7",0.9,0.1,3,212,2,0,4,385000,0.9,0.1,"Treatment"
"993",193,"CR2","CR7",0.6,0.4,10,208,2,0,4,385000,0.6,0.4,"Treatment"
"994",194,"CR2","CR7",0.7,0.3,3,207,2,0,4,385000,0.7,0.3,"Treatment"
"1000",200,"CR2","CR7",0.6,0.4,5,201,2,0,4,385000,0.6,0.4,"Treatment"
"1004",104,"CR1","CR6",0,1,1,297,2,1,3.4,627450.980633484,NA,NA,"Control"
"1011",111,"CR1","CR6",0.7,0.3,5,290,2,1,4.4,547571.643800905,0.802469135802469,0.197530864197531,"Treatment"
"1013",113,"CR2","CR6",0.7,0.3,4,288,2,1,2.6,495505.279058823,0.794871794871795,0.205128205128205,"Treatment"
"1014",114,"CR2","CR7",0.8,0.2,6,287,2,1,2.8,645248.868597285,0.952380952380952,0.0476190476190476,"Treatment"
"1015",115,"CR1","CR7",0.9,0.1,10,286,2,1,3.8,731825.037828054,0.935483870967742,0.0645161290322581,"Treatment"
"1016",116,"CR2","CR6",0.8,0.2,9,285,2,1,1.6,589864.25321267,0.759259259259259,0.240740740740741,"Treatment"
"1017",117,"CR2","CR7",0.6,0.4,7,284,2,1,2,509622.926117647,0.852941176470588,0.147058823529412,"Treatment"
"1020",120,"CR1","CR6",1,0,2,281,2,1,2.8,689532.42841629,NA,NA,"Control"
"1023",123,"CR1","CR6",0,1,9,278,2,1,3.8,391131.221701357,NA,NA,"Control"
"1024",124,"CR1","CR6",0,1,6,277,2,1,4,779969.833846154,NA,NA,"Control"
"1025",125,"CR1","CR6",0,1,4,276,2,1,2.4,660874.811402715,NA,NA,"Control"
"1029",129,"CR2","CR6",0.8,0.2,2,272,2,1,2.6,353604.826533937,0.741935483870968,0.258064516129032,"Treatment"
"1034",134,"CR1","CR6",0,1,7,267,2,1,4.2,509260.935149321,NA,NA,"Control"
"1035",135,"CR1","CR6",1,0,5,266,2,1,3.2,767300.150769231,NA,NA,"Control"
"1036",136,"CR2","CR6",1,0,5,265,2,1,2.6,512760.180977376,NA,NA,"Control"
"1037",137,"CR1","CR7",0,1,10,264,2,1,3.4,974419.306425339,NA,NA,"Control"
"1038",138,"CR2","CR6",0.7,0.3,3,263,2,1,2.6,717526.394932127,0.681818181818182,0.318181818181818,"Treatment"
"1047",147,"CR2","CR6",1,0,1,254,2,1,2.6,428295.625954751,NA,NA,"Control"
"1049",149,"CR2","CR6",0.8,0.2,6,252,2,1,3.4,591553.544253394,0.642857142857143,0.357142857142857,"Treatment"
"1051",151,"CR1","CR7",0.7,0.3,8,250,2,1,3.2,473061.840108597,0.896551724137931,0.103448275862069,"Treatment"
"1053",153,"CR1","CR6",1,0,8,248,2,1,1.6,833484.162895928,NA,NA,"Control"
"1056",156,"CR2","CR7",0.6,0.4,6,245,2,1,0.8,423891.402733032,0.596153846153846,0.403846153846154,"Treatment"
"1057",157,"CR1","CR7",0.9,0.1,6,244,2,1,1,393363.499221719,0.882352941176471,0.117647058823529,"Treatment"
"1059",159,"CR1","CR6",1,0,10,242,2,1,1,635173.454117647,NA,NA,"Control"
"1062",162,"CR1","CR7",0.9,0.1,2,239,2,1,2.8,543770.738823529,0.641509433962264,0.358490566037736,"Treatment"
"1063",163,"CR2","CR6",0.7,0.3,9,238,2,1,3.4,624253.393846154,0.384615384615385,0.615384615384615,"Treatment"
"1065",165,"CR2","CR6",0.9,0.1,8,236,2,1,2.6,639215.686153846,0.451612903225806,0.548387096774194,"Treatment"
"1066",166,"CR2","CR7",0.8,0.2,9,235,2,1,4.2,880180.995475113,0.705882352941177,0.294117647058824,"Treatment"
"1067",167,"CR1","CR7",0.8,0.2,8,234,2,1,1.6,576349.924343891,0.755813953488372,0.244186046511628,"Treatment"
"1069",169,"CR1","CR6",0.9,0.1,1,232,2,1,2,521568.627475113,0.45045045045045,0.54954954954955,"Treatment"
"1072",172,"CR1","CR6",0.6,0.4,10,229,2,1,1.4,633242.835475113,0.3,0.7,"Treatment"
"1073",173,"CR2","CR7",0.7,0.3,2,228,2,1,1.8,690015.083076923,0.3125,0.6875,"Treatment"
"1076",176,"CR1","CR7",0.8,0.2,9,225,2,1,0.2,579668.17520362,0.692307692307692,0.307692307692308,"Treatment"
"1079",179,"CR2","CR7",0.6,0.4,1,222,2,1,3.4,550708.898823529,0.283018867924528,0.716981132075472,"Treatment"
"1080",180,"CR1","CR6",0.9,0.1,3,221,2,1,2.4,413393.665140271,0.4,0.6,"Treatment"
"1081",181,"CR1","CR6",0.6,0.4,7,220,2,1,1.2,428959.2760181,0.442857142857143,0.557142857142857,"Treatment"
"1083",183,"CR1","CR6",0.7,0.3,1,218,2,1,0.4,507028.657628959,0.245398773006135,0.754601226993865,"Treatment"
"1084",184,"CR1","CR7",0,1,2,217,2,1,1.8,676923.077104072,NA,NA,"Control"
"1085",185,"CR1","CR7",0.6,0.4,8,216,2,1,3,877828.054479638,0.674418604651163,0.325581395348837,"Treatment"
"1086",186,"CR1","CR6",0.7,0.3,3,215,2,1,0.2,361749.622914027,0.284090909090909,0.715909090909091,"Treatment"
"1088",188,"CR2","CR6",1,0,6,213,2,1,3.2,629260.93520362,NA,NA,"Control"
"1089",189,"CR1","CR7",0.9,0.1,3,212,2,1,3,21960.7843113122,0.382231404958678,0.617768595041322,"Treatment"
"1093",193,"CR2","CR7",0.6,0.4,10,208,2,1,1.4,362111.613882353,0.561643835616438,0.438356164383562,"Treatment"
"1094",194,"CR2","CR7",0.7,0.3,3,207,2,1,2.4,454600.301647059,0.566666666666667,0.433333333333333,"Treatment"
"1100",200,"CR2","CR7",0.6,0.4,5,201,2,1,2.4,479638.009031674,0.305555555555556,0.694444444444444,"Treatment"
"1104",104,"CR1","CR6",0,1,1,297,2,2,4.6,1092609.35131222,NA,NA,"Control"
"1111",111,"CR1","CR6",0.7,0.3,5,290,2,2,2.8,715294.117466063,0.34375,0.65625,"Treatment"
"1113",113,"CR2","CR6",0.7,0.3,4,288,2,2,5.2,936349.924343891,0.67816091954023,0.32183908045977,"Treatment"
"1114",114,"CR2","CR7",0.8,0.2,6,287,2,2,6.2,867511.31239819,0.880952380952381,0.119047619047619,"Treatment"
"1115",115,"CR1","CR7",0.9,0.1,10,286,2,2,3.4,725972.850678733,0.818181818181818,0.181818181818182,"Treatment"
"1116",116,"CR2","CR6",0.8,0.2,9,285,2,2,3,855806.938099547,0.741573033707865,0.258426966292135,"Treatment"
"1117",117,"CR2","CR7",0.6,0.4,7,284,2,2,3.2,833122.171764706,0.948717948717949,0.0512820512820513,"Treatment"
"1120",120,"CR1","CR6",1,0,2,281,2,2,2.4,1066726.99873303,NA,NA,"Control"
"1123",123,"CR1","CR6",0,1,9,278,2,2,4.2,416892.911022624,NA,NA,"Control"
"1124",124,"CR1","CR6",0,1,6,277,2,2,4,751734.539728507,NA,NA,"Control"
"1125",125,"CR1","CR6",0,1,4,276,2,2,2.2,739668.174841629,NA,NA,"Control"
"1129",129,"CR2","CR6",0.8,0.2,2,272,2,2,2.8,780874.811402715,0.658536585365854,0.341463414634146,"Treatment"
"1134",134,"CR1","CR6",0,1,7,267,2,2,3,703951.734298642,NA,NA,"Control"
"1135",135,"CR1","CR6",1,0,5,266,2,2,1.70212765957447,1303469.080181,NA,NA,"Control"
"1136",136,"CR2","CR6",1,0,5,265,2,2,4,372730.015058823,NA,NA,"Control"
"1137",137,"CR1","CR7",0,1,10,264,2,2,3.8,758552.036199095,NA,NA,"Control"
"1138",138,"CR2","CR6",0.7,0.3,3,263,2,2,3.6,873604.826606335,0.870967741935484,0.129032258064516,"Treatment"
"1147",147,"CR2","CR6",1,0,1,254,2,2,1.8,461840.120687783,NA,NA,"Control"
"1149",149,"CR2","CR6",0.8,0.2,6,252,2,2,4,624675.716199095,0.872340425531915,0.127659574468085,"Treatment"
"1151",151,"CR1","CR7",0.7,0.3,8,250,2,2,3.2,684343.891221719,0.476190476190476,0.523809523809524,"Treatment"
"1153",153,"CR1","CR6",1,0,8,248,2,2,0.2,1348597.28524887,NA,NA,"Control"
"1156",156,"CR2","CR7",0.6,0.4,6,245,2,2,3.2,519396.681773756,0.865853658536585,0.134146341463415,"Treatment"
"1157",157,"CR1","CR7",0.9,0.1,6,244,2,2,1.4,357285.067873303,0.6,0.4,"Treatment"
"1159",159,"CR1","CR6",1,0,10,242,2,2,0.8,1173333.33339367,NA,NA,"Control"
"1162",162,"CR1","CR7",0.9,0.1,2,239,2,2,2.4,362654.600307692,0.75,0.25,"Treatment"
"1163",163,"CR2","CR6",0.7,0.3,9,238,2,2,3.4,567662.141538461,0.918918918918919,0.0810810810810811,"Treatment"
"1165",165,"CR2","CR6",0.9,0.1,8,236,2,2,1.4,546425.33918552,0.807692307692308,0.192307692307692,"Treatment"
"1166",166,"CR2","CR7",0.8,0.2,9,235,2,2,1.8,565007.541719457,1,0,"Treatment"
"1167",167,"CR1","CR7",0.8,0.2,8,234,2,2,0.6,433966.817484163,0.444444444444444,0.555555555555556,"Treatment"
"1169",169,"CR1","CR6",0.9,0.1,1,232,2,2,1.2,469683.257918552,NA,NA,"Treatment"
"1172",172,"CR1","CR6",0.6,0.4,10,229,2,2,2,651342.383348416,NA,NA,"Treatment"
"1173",173,"CR2","CR7",0.7,0.3,2,228,2,2,1,453876.319764706,0.884615384615385,0.115384615384615,"Treatment"
"1176",176,"CR1","CR7",0.8,0.2,9,225,2,2,2.2,517466.063348416,0.607142857142857,0.392857142857143,"Treatment"
"1179",179,"CR2","CR7",0.6,0.4,1,222,2,2,3.4,651704.373936652,0.779220779220779,0.220779220779221,"Treatment"
"1180",180,"CR1","CR6",0.9,0.1,3,221,2,2,0.4,355656.108597285,0.416666666666667,0.583333333333333,"Treatment"
"1181",181,"CR1","CR6",0.6,0.4,7,220,2,2,1.4,597828.054298642,0.26865671641791,0.73134328358209,"Treatment"
"1183",183,"CR1","CR6",0.7,0.3,1,218,2,2,1.2,459909.502262443,0.375,0.625,"Treatment"
"1184",184,"CR1","CR7",0,1,2,217,2,2,2.2,1142684.76597285,NA,NA,"Control"
"1185",185,"CR1","CR7",0.6,0.4,8,216,2,2,3.8,720361.991131222,0.431372549019608,0.568627450980392,"Treatment"
"1186",186,"CR1","CR6",0.7,0.3,3,215,2,2,1.6,551674.208144796,0.439393939393939,0.560606060606061,"Treatment"
"1188",188,"CR2","CR6",1,0,6,213,2,2,2.2,988235.294117647,NA,NA,"Control"
"1189",189,"CR1","CR7",0.9,0.1,3,212,2,2,2.2,599698.340633484,0.782608695652174,0.217391304347826,"Treatment"
"1193",193,"CR2","CR7",0.6,0.4,10,208,2,2,1.4,336168.929104072,0.825,0.175,"Treatment"
"1194",194,"CR2","CR7",0.7,0.3,3,207,2,2,3.8,604705.882533937,0.878787878787879,0.121212121212121,"Treatment"
"1200",200,"CR2","CR7",0.6,0.4,5,201,2,2,2.91666666666667,389683.257936652,0.85,0.15,"Treatment"
"1204",104,"CR1","CR6",0,1,1,297,2,3,7.8,1600301.65900452,NA,NA,"Control"
"1211",111,"CR1","CR6",0.7,0.3,5,290,2,3,5.6,1185399.69828054,0.167630057803468,0.832369942196532,"Treatment"
"1213",113,"CR2","CR6",0.7,0.3,4,288,2,3,7.8,1079517.34533937,0.704545454545455,0.295454545454545,"Treatment"
"1214",114,"CR2","CR7",0.8,0.2,6,287,2,3,5,969110.105701357,0.947761194029851,0.0522388059701493,"Treatment"
"1215",115,"CR1","CR7",0.9,0.1,10,286,2,3,1.8,551010.558190045,0.623931623931624,0.376068376068376,"Treatment"
"1216",116,"CR2","CR6",0.8,0.2,9,285,2,3,2.6,544313.725248869,NA,NA,"Treatment"
"1217",117,"CR2","CR7",0.6,0.4,7,284,2,3,5.8,882051.281809955,0.930434782608696,0.0695652173913043,"Treatment"
"1220",120,"CR1","CR6",1,0,2,281,2,3,3,1404404.22298643,NA,NA,"Control"
"1223",123,"CR1","CR6",0,1,9,278,2,3,5.6,281387.631963801,NA,NA,"Control"
"1224",124,"CR1","CR6",0,1,6,277,2,3,4.8,1218039.21556561,NA,NA,"Control"
"1225",125,"CR1","CR6",0,1,4,276,2,3,4.2,1141598.79312217,NA,NA,"Control"
"1229",129,"CR2","CR6",0.8,0.2,2,272,2,3,4.8,535082.956235294,0.75,0.25,"Treatment"
"1234",134,"CR1","CR6",0,1,7,267,2,3,4.2,720603.318190045,NA,NA,"Control"
"1235",135,"CR1","CR6",1,0,5,266,2,3,1.8,1451402.71493213,NA,NA,"Control"
"1236",136,"CR2","CR6",1,0,5,265,2,3,3,452066.365031674,NA,NA,"Control"
"1237",137,"CR1","CR7",0,1,10,264,2,3,4.4,1390286.5759276,NA,NA,"Control"
"1238",138,"CR2","CR6",0.7,0.3,3,263,2,3,5.4,867812.971221719,0.764705882352941,0.235294117647059,"Treatment"
"1247",147,"CR2","CR6",1,0,1,254,2,3,3.6,577375.565429864,NA,NA,"Control"
"1249",149,"CR2","CR6",0.8,0.2,6,252,2,3,5.8,593242.835837104,0.811594202898551,0.188405797101449,"Treatment"
"1251",151,"CR1","CR7",0.7,0.3,8,250,2,3,2,477466.063330317,0.258064516129032,0.741935483870968,"Treatment"
"1253",153,"CR1","CR6",1,0,8,248,2,3,0.6,1488024.13248869,NA,NA,"Control"
"1256",156,"CR2","CR7",0.6,0.4,6,245,2,3,3,594932.126877828,0.916666666666667,0.0833333333333333,"Treatment"
"1257",157,"CR1","CR7",0.9,0.1,6,244,2,3,0.8,356078.431384615,0.511627906976744,0.488372093023256,"Treatment"
"1259",159,"CR1","CR6",1,0,10,242,2,3,1.2,1606214.17791855,NA,NA,"Control"
"1262",162,"CR1","CR7",0.9,0.1,2,239,2,3,1.6,500452.488705882,0.535714285714286,0.464285714285714,"Treatment"
"1263",163,"CR2","CR6",0.7,0.3,9,238,2,3,2.2,883499.245791855,0.758845437616387,0.241154562383613,"Treatment"
"1265",165,"CR2","CR6",0.9,0.1,8,236,2,3,2.4,411282.051257918,0.842105263157895,0.157894736842105,"Treatment"
"1266",166,"CR2","CR7",0.8,0.2,9,235,2,3,1.6,535324.283565611,0.75,0.25,"Treatment"
"1267",167,"CR1","CR7",0.8,0.2,8,234,2,3,1.4,486998.491710407,0.311111111111111,0.688888888888889,"Treatment"
"1269",169,"CR1","CR6",0.9,0.1,1,232,2,3,0.8,603257.918552036,0.323529411764706,0.676470588235294,"Treatment"
"1272",172,"CR1","CR6",0.6,0.4,10,229,2,3,1,1021960.78425339,0.0588235294117647,0.941176470588235,"Treatment"
"1273",173,"CR2","CR7",0.7,0.3,2,228,2,3,1.4,551312.217013575,0.869565217391304,0.130434782608696,"Treatment"
"1276",176,"CR1","CR7",0.8,0.2,9,225,2,3,1.2,577616.893031674,NA,NA,"Treatment"
"1279",179,"CR2","CR7",0.6,0.4,1,222,2,3,5,861236.802352941,0.848484848484849,0.151515151515152,"Treatment"
"1280",180,"CR1","CR6",0.9,0.1,3,221,2,3,1.4,476259.426841629,0.24390243902439,0.75609756097561,"Treatment"
"1281",181,"CR1","CR6",0.6,0.4,7,220,2,3,3.8,886395.17321267,0.0938967136150235,0.906103286384977,"Treatment"
"1283",183,"CR1","CR6",0.7,0.3,1,218,2,3,2.6,821779.788597285,0.1718,0.8282,"Treatment"
"1284",184,"CR1","CR7",0,1,2,217,2,3,2.4,1481508.29538462,NA,NA,"Control"
"1285",185,"CR1","CR7",0.6,0.4,8,216,2,3,1.4,955595.776832579,0.123853211009174,0.876146788990826,"Treatment"
"1286",186,"CR1","CR6",0.7,0.3,3,215,2,3,0.8,793544.494479638,0.131313131313131,0.868686868686869,"Treatment"
"1288",188,"CR2","CR6",1,0,6,213,2,3,2.6,1508597.28488688,NA,NA,"Control"
"1289",189,"CR1","CR7",0.9,0.1,3,212,2,3,4.8,529592.760162896,0.435897435897436,0.564102564102564,"Treatment"
"1293",193,"CR2","CR7",0.6,0.4,10,208,2,3,2.6,761870.286515837,0.841269841269841,0.158730158730159,"Treatment"
"1294",194,"CR2","CR7",0.7,0.3,3,207,2,3,4.2,689351.433122172,0.902912621359223,0.0970873786407767,"Treatment"
"1300",200,"CR2","CR7",0.6,0.4,5,201,2,3,2.4,645429.864434389,0.6875,0.3125,"Treatment"
"1304",104,"CR1","CR6",0,1,1,297,2,4,6.4,1453152.33773756,NA,NA,"Control"
"1311",111,"CR1","CR6",0.7,0.3,5,290,2,4,5.6,755475.112941176,0.167437557816836,0.832562442183164,"Treatment"
"1313",113,"CR2","CR6",0.7,0.3,4,288,2,4,9.6,976410.256289593,NA,NA,"Treatment"
"1314",114,"CR2","CR7",0.8,0.2,6,287,2,4,10,815746.606153846,0.827586206896552,0.172413793103448,"Treatment"
"1315",115,"CR1","CR7",0.9,0.1,10,286,2,4,5.2,678190.045248869,0.454867256637168,0.545132743362832,"Treatment"
"1316",116,"CR2","CR6",0.8,0.2,9,285,2,4,3.4,722171.945701357,0.725631768953069,0.274368231046931,"Treatment"
"1317",117,"CR2","CR7",0.6,0.4,7,284,2,4,7,979668.174841629,0.671887235708692,0.328112764291308,"Treatment"
"1320",120,"CR1","CR6",1,0,2,281,2,4,3.6,982141.779909502,NA,NA,"Control"
"1323",123,"CR1","CR6",0,1,9,278,2,4,10.8,775565.610678733,NA,NA,"Control"
"1324",124,"CR1","CR6",0,1,6,277,2,4,6.4,886395.17321267,NA,NA,"Control"
"1325",125,"CR1","CR6",0,1,4,276,2,4,5.4,1171523.37882353,NA,NA,"Control"
"1329",129,"CR2","CR6",0.8,0.2,2,272,2,4,4.2,702141.779728507,0.821917808219178,0.178082191780822,"Treatment"
"1334",134,"CR1","CR6",0,1,7,267,2,4,7.2,923378.582443439,NA,NA,"Control"
"1335",135,"CR1","CR6",1,0,5,266,2,4,4.2,1208446.45574661,NA,NA,"Control"
"1336",136,"CR2","CR6",1,0,5,265,2,4,5,612850.678914027,NA,NA,"Control"
"1337",137,"CR1","CR7",0,1,10,264,2,4,7,1012307.6921267,NA,NA,"Control"
"1338",138,"CR2","CR6",0.7,0.3,3,263,2,4,5.2,392277.526371041,NA,NA,"Treatment"
"1347",147,"CR2","CR6",1,0,1,254,2,4,1.4,643197.586968326,NA,NA,"Control"
"1349",149,"CR2","CR6",0.8,0.2,6,252,2,4,3.4,773333.33321267,0.816687737041719,0.183312262958281,"Treatment"
"1351",151,"CR1","CR7",0.7,0.3,8,250,2,4,1.8,499849.170461538,0.309446254071661,0.690553745928339,"Treatment"
